Numer VIN,Model,Rok produkcji,Paliwo,Typ nadwozia,Przebieg,Kolor,Poj. silnika,Stan techniczny,Skrzynia biegów,Kraj pochodzenia,Moc silnika,Napęd,Kierownica,Cena,Lokalizacja,Województwo,Tytuł,Rodzaj ogłoszenia,Znalezione o,Link,ID,Producent,Opis
ZAR93908007109561,159,2007,Diesel,Sedan,260000,Czarny,1910,Nieuszkodzony,Automatyczna,Polska,190,Na przednie koła,po lewej,"12000
donegocjacji",Wrocław Krzyki,Dolnośląskie,Samochód Alfa Romeo Sedan,Prywatne,2025-04-19 17:07:38.220761,https://www.olx.pl/d/oferta/samochod-alfa-romeo-sedan-CID5-ID15rn5x.html,996538123,Alfa Romeo,"Sprzedam samochód Alfa Romeo 159 1.9 JTDm 16V o mocy 190 KM, sedan. Auto jest w moim posiadaniu od 2021 roku, regularnie serwisowane. Ma przebieg 260 tys. km, przy czym przy 240 tys. km został wykonany generalny remont silnika, a dwie tygodnie temu naprawiono wszystkie wtryskiwacze paliwa.

Pojazd posiada pewne niedociągnięcia wizualne – widoczne na zdjęciach są drobne wgniecenia na karoserii, a także niewielka korozja na progach. Samochód wyposażony jest w 17-calowe felgi z oponami całorocznymi (opony z 2023 roku).

Dodatkowe wyposażenie:
• Elektryczne szyby oraz podnośniki szyb
• Tempomat
• Czujniki parkowania z przodu i z tyłu
• Oryginalne radio
• Klimatyzację

Auto jest gotowe do jazdy – można od razu wsiadać i jeździć. Zapraszam do kontaktu i oględzin!
OC ważne pół roku"
ZARFAEBN1J7567717,Giulia,2017,Benzyna,Sedan,145170,Czarny,2000,Nieuszkodzony,Automatyczna,Stany Zjednoczone,280,Na tylne koła,po lewej,"77000
donegocjacji",Kielce,Świętokrzyskie,Alfa Romeo Giulia 2.0T VELOCE 280km 2017 rok,Prywatne,2025-04-19 17:07:51.157186,https://www.olx.pl/d/oferta/alfa-romeo-giulia-2-0t-veloce-280km-2017-rok-CID5-ID15l48T.html,995035327,Alfa Romeo,"Sprzedam moje prywatne autko jakim jest Alfa Romeo Giulia. Zostało sprowadzone ze Stanów Zjednoczonych z niewielką szkodą. Po wpisaniu numeru VIN w Google wyskoczą zdjęcia z aukcji w USA.

Auto w bardzo dobrym stanie technicznym, na ten moment nie wymaga żadnego wkładu finansowego. Wszystkie podzespoły mechaniczne ( skrzynia, silnik, hamulce oraz elementy wyposażenia wewnętrznego ) w pełni sprawne. Ostatnio było na małym przeglądzie w którym zostały wykonane następujące naprawy eksploatacyjne:

- wymiana oleju silnikowego ( SHELL 0w30 C2/C3 ),

- wymiana filtra oleju , powietrza + Filtr Kabinowy

- wymiana klocków hamulcowych przód wraz z nowym zestawem montażowym klocków,

- wymiana łącznika stabilizatora lewy przód,

- zakup nowych dywaników gumowych.

W bardzo ładnym stanie wizualnym. Auto z 2017 roku więc na pewno znajdzie się jakaś drobna ryska. Lakier czarny metalik, bardzo ładnie błyszczy w słońcu. Wnętrze samochodu zadbane. Jedyna wada to delikatnie złuszczony wyświetlacz nawigacji, który jest wadą w tym modelu. Wymianę ekranu pozostawiam nowemu właścicielowi, który sam zadecyduje czy wymieni ekran na nowy lub inny dedykowany do tego modelu. Na aucie zamontowane opony zimowe R17 na oryginalnych felgach Alfa Romeo.

Auto posiada tryby jazdy DNA oraz RACE. Możliwość odpalenia zdalnie.

Przegląd techniczny ważny do 02.03.2026 r. Ubezpieczenie OC do 15.11.2025 r.

Możliwość sprawdzenia pojazdu na dowolnej stacji diagnostycznej.

Więcej informacji udzielę telefonicznie. Cena do Negocjacji po oględzinach pojazdu

Nie interesuje mnie zamiana za inne auto.

Autko do Obejrzenia w okolicy Kielc

Więcej zdjęć wyślę zainteresowanej osobie"
WF0EXXGBBE7U37535,Mondeo,2007,Diesel,Hatchback,225000,Inny kolor,2000,Nieuszkodzony,Automatyczna,Niemcy,130,Na przednie koła,,16500,Skrzeszew,Mazowieckie,"Ford Mondeo Ghia 2.0 TDCii automat 130 KM 2007 r., 1 wlaść. od 14 lat",Prywatne,2025-04-19 17:07:52.602703,https://www.olx.pl/d/oferta/ford-mondeo-ghia-2-0-tdcii-automat-130-km-2007-r-1-wlasc-od-14-lat-CID5-ID152ZZR.html,990729487,Ford,"Dzień dobry, sprzedaje swojego Forda Mondeo z silnikiem 2.0 TDCi o mocy 130 KM i przebiegu 225000 km, którego posiadam od 14 lat.

Auto pochodzi z rynku niemieckiego, jest bezwypadkowe i ma oryginalny przebieg, potwierdzony dokumentami. Samochód był należycie serwisowany, wszystkie naprawy i wymiany dokonywane były na bieżąco.

Jest to wersja Ghia - dość bogato wyposażona: tempomat, bluetooth, podrzegwane fotele, dwustrefowa klimatyzacja i inne.

Stan auta oceniam na niezły, pomimo wieku samochód nie jest zniszczony ani zużyty.

Zapraszam do kontaktu!"
,Explorer,2000,LPG,Terenowy,151000,Niebieski,4011,Nieuszkodzony,Automatyczna,Kanada,204,4x4 (dołączany automatycznie),po lewej,"17200
donegocjacji",Lublin,Lubelskie,"Ford Exporer 2000 SOHC4,0 benz +Gaz 204KM",Prywatne,2025-04-19 17:07:58.270818,https://www.olx.pl/d/oferta/ford-exporer-2000-sohc4-0-benz-gaz-204km-CID5-ID15pZuo.html,996209080,Ford,"Witam.
Sprzedam Forda Exporera z 2000 roku z przeiebiegiem 148000km, bezwypadkowy, bez szpachli itp. Po remoncie blacharskim - elementy podłogi.
Zderzak i osłona silnika metalowa, klmatyzacja sprawna, szyberdach, wyciągarka webasto itp.
Więcej na prv.
Samochód przygotowany do wypraw.
Benzyna + gaz.
Dodatkowo mosty, redyktory, lampy.
Pozdrawiam
Michał kom 60*****14"
,Seria 5,2014,Diesel,Sedan,219000,Inny kolor,2000,Nieuszkodzony,Automatyczna,Polska,218,4x4 (dołączany automatycznie),po lewej,69500,Złotno,Dolnośląskie,BMW Seria 5 F10 525d XDrive LCI,Prywatne,2025-04-19 17:08:04.358213,https://www.olx.pl/d/oferta/bmw-seria-5-f10-525d-xdrive-lci-CID5-ID15htij.html,994178699,BMW,"Sprzedam Piękne BMW f10 M pakiet z napędem na cztery koła.
Auto prowadzi się perfekcyjnie . Skrzynia biegów pracuje bardzo dobrze.
Mimo swojego wieku stan techniczny jak i wizualny bardzo dobry .
Wnętrze jasna skórzana tapicerka minimalne ślady użytkowania.
Czarna podsufitka . Komplet kół letnich 19M-pakiet Styling 351 .
Auto serwisowane na bieżąco . Nowy silnik na gwarancji wymieniony - 07.2024 r.
Ostatni serwis ASO BMW Inchcape 01.2025 r.
Następny serwis olejowy 11.2025 r.

Wyposażenie:
-Mpakiet - Zewnętrzne oraz wewnętrzne
-Cztery tryby jazdy - SPORT+ /SPORT/ COMFORT /ECO PRO
-Podświetlenie klamek zewnętrznych
-Oświetlenie ambient
-Tapicerka skórzana
-Czarna podsufitka
-Duża nawigacja z Android
-Światła Led + Xenon
-Fotele podgrzewane - elektryczne
-Kierownica multifunkcyjna z łopatkami
-Czujnik deszczu
-Tempomat
-Nagłośnienie Harman Kardon
-Zdalne sterowanie podstawowych funkcji podczas postoju - Lokalizator GPS
wszystko przez aplikację My BMW
-Dwa kluczyki
-Dwa komplety kół Lato/Zima
-Elektrycznie otwierany bagażnik
-Okleina dekorów wewnętrznych Carbon.
-Aktywny układ wydechowy CETE Mieltek -sterowanie trybami jazdy/ aplikacją

Polecam! Samochód użytkowany sporadycznie jako trzeci w rodzinie.
Możliwość sprawdzenia samochodu na dowolnej stacji diagnostycznej lub w warsztacie."
,Seria 3,2006,Benzyna,Sedan,261000,Szary,1995,Nieuszkodzony,Manualna,Niemcy,150,Na tylne koła,po lewej,"10800
donegocjacji",Krzymów,Wielkopolskie,*BMW E90 320i 2006*,Prywatne,2025-04-19 17:08:07.408491,https://www.olx.pl/d/oferta/bmw-e90-320i-2006-CID5-ID15qSdL.html,996419469,BMW,"Witam, sprzedam BMW e90 320i z 2006 roku, czysta benzyna auto nigdy nie widziało gazu. Auto służyło na dojazdy do Niemczech, auto nigdy mnie nie zawiodło. Jak każde auto w tym wieku posiada jakieś zarysowania i ślady uzytkowania, większy minus- do wymiany łożysko oporowe skrzyni biegów(stąd też taka cena) nie przeszkadza w jeździe lecz wypadałoby zrobić, auto sprzedaje z powodu zakupu innego auta."
,Zafira,2009,Benzyna,Minivan,197000,Inny kolor,1800,Nieuszkodzony,Manualna,Niemcy,140,Na przednie koła,po lewej,"17500
donegocjacji",Staszów,Świętokrzyskie,"Opel Zafira B 1.8 B 7 miejsc,sprowadzony,zarejest.klima,alusy,stan bdb",Prywatne,2025-04-19 17:08:08.922263,https://www.olx.pl/d/oferta/opel-zafira-b-1-8-b-7-miejsc-sprowadzony-zarejest-klima-alusy-stan-bdb-CID5-ID15r3PI.html,996464106,Opel,"Sprzedam Opel Zafira 1.8 b 140 km, świeżo sprowadzony, zarejestrowany, opłacony, stan techniczny i wizualny auta bdb, silnik pracuje cicho i równo zawieszenie bez luzów i stuków, nadwozie bez oznak korozji, lakier lśniący bez rys czy wgnieceń, środek czysty i zadbany
auto posiada: klimatyzacja, 7 foteli, wspomaganie kierownicy, centralny zamek, elektryczne szyby i lusterka, abs, kontrola trakcj, wielofunkcyjna kierownica, poduszki powietrzne, radio, alu felgi, halogeny, tempomat, auto i w aucie sprawne wszystko w 100%,
cena 17500 zł do uzgodnienia w razie pytań proszę dzwonić tel. 6,0,0,9,6,9,4,3,6"
WBA21EM0409U44262,X7,2023,Benzyna,SUV,42000,Czarny,2998,Nieuszkodzony,Automatyczna,Polska,380,4x4 (dołączany automatycznie),po lewej,436000,Warszawa Mokotów,Mazowieckie,BMW X7 cejsa leqsingu,Prywatne,2025-04-19 17:08:10.181105,https://www.olx.pl/d/oferta/bmw-x7-cejsa-leqsingu-CID5-ID14WBfx.html,988966063,BMW,"Nowy model, bardzo mocno wyposażony, 7 osobowy.
Wykupiony pakiet serwisowy oraz naprawczy
Samochód posiada folię PPF z gwarancją.

Data końca Leasingu 02.01.2027
Pozostało 20 rat:
Rata leasingowa 5,462.51 zł
Ubezpieczenie 1,385.41 zł
Suma opłat 6,847.92 zł
Wykup: 200 tys zł
kwoty Netto
Odstępne 100tys zł"
WVWZZZ3CZAE094387,Passat,2010,Benzyna,Sedan,320000,Czarny,1800,Nieuszkodzony,Manualna,Polska,160,Na przednie koła,po lewej,"11500
donegocjacji",Zendek,Śląskie,Passat B6 1.8Tsi 2010r,Prywatne,2025-04-19 17:08:25.042493,https://www.olx.pl/d/oferta/passat-b6-1-8tsi-2010r-CID5-ID159WaV.html,992379250,Volkswagen,"Witam sprzedam samochód widoczny na zdjęciach. Czujniki parkowania przód tył, Doswietlanie zakrętów, Klimatyzacja dwustrefowa w tamtym roku czyszczona i odgrzybiona, wymienione klocki tarcze, filtry , oraz nowa końcówka tłumika. W tym roku nowe sprężyny tył oraz wachacze. Samochód na oponach zimowych , Ubezpiecznie do czerwca, przegląd w listopadzie w najbliższym czasie do wymiany akumulator. Więcej informacji na priv bądź pod nr. Telefonu. Cena do negocjacji"
WF0AXXWPMAGL44223,Kuga,2016,Benzyna,SUV,126000,Szary,1498,Nieuszkodzony,Manualna,Niemcy,150,Na przednie koła,po lewej,"44000
donegocjacji",Raciszyn,Łódzkie,"Ford Kuga 1.5 niski przebieg, nowy rozrząd, bez wkładu",Prywatne,2025-04-19 17:08:26.488760,https://www.olx.pl/d/oferta/ford-kuga-1-5-niski-przebieg-nowy-rozrzad-bez-wkladu-CID5-ID14eYYA.html,978809164,Ford,"Sprzedam Forda Kuge mk2 1.5
Niski przebieg 126 tys km
Bezwypadkowy cały w oryginalnym lakierze
Ford świeżo po wymianie oleju filtrów oraz rozrządu.

Posiada fajne wyposażenie:

-podgrzewana przednia szyba

-Bluetooth

-podgrzewane fotele

-fabrycznie przyciemnione tylne szyby

-klimatyzacja

-tempomat

- skrzynia 6 biegów

Ubezpieczenie oraz przegląd ważne do grudnia 2025r."
SB1EG76LX0E138051,Avensis,2017,Benzyna,Kombi,126000,Niebieski,1798,Nieuszkodzony,Automatyczna,Polska,150,Na przednie koła,,"58000
donegocjacji",Oświęcim,Małopolskie,Toyota Avensis III,Prywatne,2025-04-19 17:08:35.583697,https://www.olx.pl/d/oferta/toyota-avensis-iii-CID5-ID14fLmQ.html,978995180,Toyota,"Witam.
Sprzedam Toyotę Avensis III T27, rok produkcji 2017. Samochód pochodzi z Polskiego Salonu. Toyota jest bezwypadkowa, garażowana i na bieżąco serwisowana. Podwozie zostało zakonserwowane.
Jest to bardzo komfortowy, zadbany i sprawny samochód. Auto ma drobne uszkodzenia- na przednim błotniku małe pęknięcie i zarysowania (widoczne na załączonym zdjęciu).
Zainteresowanych zapraszam do kontaktu."
WVWZZZCDZMW063486,Golf,2020,Benzyna,Hatchback,85000,Srebrny,1984,Nieuszkodzony,Automatyczna,Wielka Brytania,300,,po prawej,85000,Prudnik,Opolskie,Golf GTi Clubsport Anglik 300km/Zamiana,Prywatne,2025-04-19 17:08:40.269884,https://www.olx.pl/d/oferta/golf-gti-clubsport-anglik-300km-zamiana-CID5-ID15oi3A.html,995803798,Volkswagen,"Sprzedam Volkswagena Golf GTi samochód jest wersji Clubsport używany przeze mnie prywatnie, moc silnika 300km. Bardzo fajny samochód który przyjemnie się prowadzi jest mocny i ekonimiczny w spalaniu. Golf stoi na 19 calowych alufelgach i zimowych oponach, które zakupiłem 2 miesiące temu, więc można powiedzieć, że są nowe. Dorzucam również komplet opon letnich kupione w tym sezonie letnim i też są w bardzo dobrym stanie. Jak na 4 latka jest bardzo dobrze utrzymany środek prawie jak nowy, zewnątrz samochód wygląda ładnie, ostatnio pojawiły się małe odpryski na masce jeżeli komuś to będzie przeszkadzać trzeba dać do lakiernika. Małe peknięcie obudowy lusterka zewnętrznego też jest widoczne jak i delikatnie porysowany tylni zderzak. Golfa oceniam na bardzo dobry stan, wszystkie części eksploatacyjne wymieniane na bieżąco. Tydzień temu zostały wymienione klocki z przodu, a 2 miesiące temu filtry i olej. Jeżeli chodzi o stan techniczny to jest do wymiany moduł keylessa, który powodują brak działania otwierania się samochodu w funkcji keyless go. Aktualnie z braku czasu nie robiłem tego modułu (koszt około 100zł). Samochód został sprowadzony z Angli przez poprzedniego właściciela. Ja samochodem jezdzę rok czasu i sprzedaję z powodu wyjazdu za granice. Auto minimalnie ściaga na prawą stronę po wymianie opon wulkanizator stwierdził, że poprzednie opony ładnie i równo się zużywają. Możliwe, że to kwestia regulacji lub poprawienia zbieżności. Posiadam dwa org kluczyki keyless z pilotem, oraz prawie nowe opony letnie, który dodaję do samochodu dla nowego właściciela. Więcej zdjęc i filmik mogę podesłać na maila lub przez OLx.
Zgadzam się na sprawdzenie przez serwis samochodowy. Cena podlega rozsądnej negocjacji, możliwość zamiany na inny samochód Jeep Wrangler, Kombi lub coś większego"
vzcxoooxxxxxxxxxx,Twingo,2014,Benzyna,Coupe,217000,Biały,1149,Nieuszkodzony,Manualna,Niemcy,75,,po lewej,"14900
donegocjacji",Stalowa Wola,Podkarpackie,*Renault Twingo**1.2_16v_75koni**Benzyna*Klimatyzacja*2014rok*,Firmowe,2025-04-19 17:20:05.270515,https://www.olx.pl/d/oferta/renault-twingo1-2-16v-75konibenzynaklimatyzacja2014rok-CID5-ID153ps2.html,990827334,Renault,"Witam

Sprzedam auto sprowadzone

JUŻ ZAREJESTROWANE!!

Renault Twingo z 2014 roku

AUTO BEZWYPADKOWE.
POSIADA ORYGINALNY LAKIER

Silnik to 1.2 b 75 koni 4- cylindrowy

Rozrząd ma na zwykłym PASKU.

AUTO w rewelacyjnym stanie,

ZADBANY pod każdym aspektem.

Przebieg w pełni potwierdzony.

Możliwość sprawdzenia na stacji diagnostycznej.

Silnik pracuje rewelacyjnie,zawieszenie ładnie tłumi nierówności, auto prowadzi się pewnie, dobrze hamuje.

Rozrząd był zmieniony w 2023roku
Są założone Nowe Opony wielosezonowe z 2024 roku.

Serwis olejowy ostatni był w 06.2024roku.

Lakier zadbany, tak jak i tapicerka
Klimatyzacja jest sprawna oraz całe wyposażenie działa w Pełni.

Wyposażenie

*Klimatyzacja
*el szyby
*isofix
*abs esp
*wspomaganie kierownicy
*centralny zamek dwa piloty
*6 air bag
*komputer pokładowy
*radio AUX USB
*sterowanie z kierownicy
*Nowe opony
*rozrząd zmieniony

Zapraszam do oględzin i zakupu
AUTO gotowe do jazdy od razu.

Faktura vat marża
Kupujący zwolniony z podatku 2 %"
VF7CHNFUC25969474,Xsara Picasso,2007,Benzyna,Minivan,178000,Niebieski,1600,Nieuszkodzony,Manualna,Francja,109,Na przednie koła,po lewej,"5400
donegocjacji",Łódź Górna,Łódzkie,Xsara na sprzedaż,Prywatne,2025-04-19 17:20:06.653925,https://www.olx.pl/d/oferta/xsara-na-sprzedaz-CID5-ID15kYT9.html,995015131,Citroen,"Pierwszy właściciel w Polsce. Rocznik 2007. Pierwsza rejestracja w Polsce 19 maja 2014r. Mały przebieg. Dwa komplety kół. Hak. Klimatyzacja. Rozrząd wymiana 2024r. Progi, podwozie antykorozja 2024r."
,Seria 3,2001,LPG,Coupe,270000,Niebieski,1900,Nieuszkodzony,Manualna,,118,,po lewej,"8900
donegocjacji",Piaseczno,Mazowieckie,Bmw 318 CI !!! 2001 rok !!! Klima !!! Coupe !!!,Prywatne,2025-04-19 17:20:19.926085,https://www.olx.pl/d/oferta/bmw-318-ci-2001-rok-klima-coupe-CID5-ID154j38.html,991041054,BMW,"Witam,
Posiadam na sprzedaż E46 coupé.
Auto w bardzo dobrym stanie technicznym i wizualnym (prowadzi sie idealnie)
Zawieszenie jak i hamulce na 5+
Do małych poprawek lakierniczych.
Silnik po remoncie ok 1,5 roku temu, nowy rozrząd, świeże oleje filtry.

OC do 03.07.25
PT do 02.07.25

Zapraszam do kontaktu telefonicznego !!!"
WDB2110261A522949,E Klasa,2004,Diesel,Sedan,200000,Żółty – Złoty,3222,Nieuszkodzony,Automatyczna,Belgia,203,,,"35000
donegocjacji",Jabłoń Kościelna,Podlaskie,Mercedes E 320 CDI,Prywatne,2025-04-19 17:20:21.292828,https://www.olx.pl/d/oferta/mercedes-e-320-cdi-CID5-ID15huzc.html,994183590,Mercedes-Benz,Pięknie utrzymany Mercedes z bardzo dynamicznym dizlem 3.2 500niuta ponad 200 koni bardzo dobrze wyposażony między innymi tempomat aktywny orginalny lakier wersia desingo auto bez wkładu 2 komplety opon
KMHLB81AACU015044,i40,2013,Benzyna,Kombi,239444,Szary,1600,Nieuszkodzony,Manualna,,135,Na przednie koła,,"30999
donegocjacji",Gromadno,Kujawsko-pomorskie,Hyundai i40 2013rok 1.6benz 135ps chromy full ledy Alufelgi klima,Prywatne,2025-04-19 17:20:34.450409,https://www.olx.pl/d/oferta/hyundai-i40-2013rok-1-6benz-135ps-chromy-full-ledy-alufelgi-klima-CID5-ID15huvq.html,994183418,Hyundai,"Hyundai i40 2013rok 1.6benz 135ps 6biegowa manualna skrzynia

Bezwypadkowy 100procent zapraszam z miernikami

1xwlasciciel od nowości

Silnik pracuje wzorowo. Zero falowania obrotów czy kopcenia. Male spalanie okolo 7litrow
Skrzynia biegów chodzi cichutko I płynnie
Zawieszenie sztywne bez luzów
Hamulce tip top
Lakier bez grama rdzy również podłoga zdrowiutka
Wszystkie szyby w jednym roczniku

Uwaga
Nowe kompletne sprzęgło
Nowe hamulce tył
Klimatyzacja po serwisie
Nowy krzyżak od kolumny kierowniczej

Auto prowadzi się stabilnie I przyjemnie

Wyposazenie
Klimatronik 2strefowy sprawny
Full ledy przód I tył
Czujniki deszczu oraz zmierzchu
Alufelgi
Relingi dachowe srebrne
Chromy listwy
Halogeny
Tempomat
Grzane fotele
4xelektr szyby plus lusterka
10xpp
Abs esp Kontrola trakcji
Centralny zamek x2kluczyki
Komputer pokładowy
Isofixy
Radio cd Bluetooth
Jasny środek tapicerki welurowa
Dywaniki gumowe
Usb
Wspomaganie kierownicy
Elektryczne fotele
Regulowane fotele plus kierownica
System auto start
Podgrzewana szyba tylna
Wycieraczka tylna
Podłokietnik
Automatyczny Hamulec elektryczny
Itd

Zgadzam się na wizytę w stacji diagnostycznej lub w serwisie

Podaje nr vin nic do ukrycia jak wiekszosc sprzedających KMHLB81AACU015044

Posiada tablice oraz oc na powrót do domu.

Wystawiam fakturę VAT-marża kupujący zwolniony z podatku skarbowego 2procent pcc-3

Więcej informacji udziele telefonicznie Pozdrawiam"
,Polo,2003,Benzyna,Hatchback,262452,Srebrny,1200,Nieuszkodzony,Manualna,,54,Na przednie koła,po lewej,3800,Białogard,Zachodniopomorskie,Volkswagen Polo 1.2 benzyna zadbane!!!,Prywatne,2025-04-19 17:20:36.114877,https://www.olx.pl/d/oferta/volkswagen-polo-1-2-benzyna-zadbane-CID5-ID15fOap.html,993782277,Volkswagen,"Witam sprzedam vw polo z oszczędnym a zarazem dynamicznym silnikiem 1.2.
Auto zadbane bez oznak korozji, w ostatnim czasie zrobione zawieszenie oraz rozrząd.
Polo posiada szyberdach. Założone są opony wielosezonowe.
Auto prowadzi się pewnie nic nie stuka i wszystko działa. OC i pt aktualne
Zapraszam do oględzin oraz na jazdę próbną. Udostępnię auto do sprawdzenia w każdy możliwy sposób."
